Naslov;Kategorija;Tekst
Sprema se veliki transfer na Maksimiru? Pogledajte popis, svi ovi klubovi žele Dinamovu gol-mašinu;Nogomet;Fantastična sezona Diona Drene Belje u dresu Dinama nije prošla nezapaženo. Prema pisanju francuskih medija, za hrvatskog reprezentativca ozbiljno je zainteresiran velikan Olympique Marseille, a ljetni prijelazni rok mogao bi donijeti veliku promjenu u karijeri 24-godišnjeg napadača Sjajne igre i golgeterska forma Diona Drene Belje ove sezone odjeknule su nogometnom Europom. Hrvatski napadač igra u životnoj formi, a njegova statistika je impresivna. U svim natjecanjima postigao je čak 34 pogotka uz šest asistencija, čime se prometnuo u jednog od najtraženijih napadača izvan najjačih europskih liga. Takav učinak nije mogao promaći ni skautima velikih klubova, a čini se da je najkonkretniji interes stigao s juga Francuske. Prema tamošnjim izvorima, Olympique Marseille pomno prati razvoj 24-godišnjeg centarfora i razmatra ga kao idealno pojačanje za iduću sezonu. Da se ne radi samo o medijskim nagađanjima, potvrđuje i informacija kako su predstavnici francuskog velikana najavili svoj dolazak na jednu od idućih Dinamovih utakmica kako bi se uživo uvjerili u Beljine kvalitete. Na tribinama im neće biti dosadno, jer će se pridružiti skautima engleskih klubova poput Burnleyja, Leicestera i Newcastlea, talijanske Monze te francuskog Rennesa, koji također već neko vrijeme prate igre Dinamovog napadača. Beljo, koji je za hrvatsku reprezentaciju upisao dva nastupa, tako će biti pod posebnom prismotrom, a svaki njegov potez analizirat će se do najsitnijih detalja. Ono što Belju čini posebno atraktivnom metom jest i njegova tržišna procjena. Iako iza sebe ima sezonu iz snova, specijalizirani portal Transfermarkt njegovu vrijednost i dalje procjenjuje na relativno skromna četiri milijuna eura. Za klub poput Marseillea to predstavlja potez s malim rizikom, ali potencijalno ogromnim dobitkom. Ipak, u Dinamu ne pomišljaju na prodaju za tako nizak iznos. Beljo je na Maksimir stigao u srpnju 2025. iz Augsburga za odštetu između četiri i pet milijuna eura, a s klubom ima čvrst ugovor do lipnja 2030. godine. Njegov agent Srđan Lakić nedavno je izjavio kako očekuje da će Beljina odšteta na kraju sezone biti dvoznamenkasta u milijunima eura, ističući da ga Međunarodni centar za sportske studije (CIES) već sada procjenjuje na 15 milijuna eura. Francuski mediji ističu kako je otvoreno pitanje kako bi se Beljo prilagodio jačoj konkurenciji izvan hrvatskog prvenstva. Njegove ranije epizode u njemačkom Augsburgu i bečkom Rapidu nisu bile toliko uspješne kao povratak u domovinu, što je možda i razlog zašto njegova cijena još uvijek nije eksplodirala. Unatoč tome, ovosezonske igre sugeriraju da je sazrio kao igrač i da zaslužuje novu priliku na najvećoj pozornici. Marseille će morati procijeniti hoće li ostati samo na interesu ili će uskoro na Maksimir poslati i konkretnu ponudu za napadača koji je dokazao da može biti velika prijetnja za svaku obranu.
Sjajni hrvatski reprezentativac: Puno ljudi me pitalo zašto sam preselio u Našice. Ne žalim za tom odlukom;Rukomet;"Mladi Riječanin prometnuo se u jednog od ključnih igrača hrvatske rukometne reprezentacije, a njegova priča o uspjehu, teškim trenucima i velikoj podršci s tribina inspirira mnoge Tin Lučin, hrvatski rukometni reprezentativac i član našičkog Nexea, ovih dana ima itekako razloga za slavlje. S hrvatskom reprezentacijom osvojio je dvije medalje na zadnja dva velika natjecanja – srebro na svjetskom prvenstvu te broncu na europskom. S klubom je izborio nastup u četvrtfinalu Europske lige, gdje Našičane čeka jedna od najtežih prepreka – njemački Kiel.

– Još se nisam uspio čuti s Duvnjakom, ali sigurno je da će biti razmjene poruka kad dođe vrijeme, odnosno kada se približi datum prve utakmice. Drago mi je da će Duvnjak i Načinović doći u goste, drago mi je da će gledatelji imati priliku uživo vidjeti hrvatsku legendu. Znam samo da ćemo igrati bez pritiska, uživat ćemo u toj utakmici. Nećemo se predati, sigurno imamo svoje šanse za pobjedu – rekao je Lučin, dodavši:"
Domagoj Duvnjak otvoreno progovorio: 'To je boli, ponekad ostanem bez riječi';Rukomet;"""To me boli jer nam nedostaje kontinuitet. Ponekad ostanem bez riječi. Imam osjećaj da svaka momčad koja dođe ovdje misli da ima šansu. To boli. Često loše ulazimo u utakmice, govor tijela, zalaganje i stav nisu onakvi kakvi bi morali biti"", priznao je 37-godišnji kapetan. Legendarni hrvatski rukometaš Domagoj Duvnjak otvoreno je progovorio o problemima u Kielu, koji bi treću sezonu zaredom mogao ostati bez plasmana u Ligu prvaka. ""Imam osjećaj da možemo pobijediti bilo koju momčad, ali i izgubiti od bilo koga"", poručio je Duvnjak, jasno ukazavši na najveći problem svoje ekipe. Kako prenosi Bild, upravo nedostatak kontinuiteta muči njemački sastav. Iako su ostvarili zapažene pobjede protiv Magdeburga i Flensburga, Kiel je istodobno prosipao bodove protiv slabijih suparnika poput Eisenacha, Gummersbacha i Stuttgarta. “To me boli jer nam nedostaje kontinuitet. Ponekad ostanem bez riječi. Imam osjećaj da svaka momčad koja dođe ovdje misli da ima šansu. To boli. Često loše ulazimo u utakmice, govor tijela, zalaganje i stav nisu onakvi kakvi bi morali biti"", priznao je 37-godišnji kapetan. Posebno ga je pogodio remi protiv Eisenacha (30:30), i to pred rasprodanom dvoranom. ""Protiv Eisenacha je arena bila rasprodana, bilo je 10.000 gledatelja. Oni su zaslužili više. Takve utakmice događaju nam se puno prečesto."" Duvnjak ističe kako standardi u Kielu moraju biti viši. ""Naš govor tijela i ono što pokazujemo na terenu moraju biti potpuno drukčiji. Igranje pod pritiskom ovdje je normalna stvar."" Razloge oscilacija u igri teško pronalazi. ""Teško mi je to objasniti. Možda je riječ i o strahu od neuspjeha. Svaki igrač mora znati da se ovdje igra pod pritiskom. To je normalno. Za mene je privilegij igrati za ovaj klub."" Iako nada za plasman u Ligu prvaka još postoji, Duvnjak ne želi ulaziti u kalkulacije. ""Ne volim te kalkulacije. Ostalo je još osam utakmica i u nedjelju moramo pobijediti. Moramo ići utakmicu po utakmicu, iako to zvuči kao izlizan odgovor. To je realnost. Sve drugo nema smisla."" Kiel u četvrtfinalu Europske lige igra protiv Nexea iz Našica, a Duvnjak vjeruje u iskorak. ""Nadam se da možemo doći do Final Foura Europske lige. Tada bismo imali još 12 utakmica do kraja sezone. Moramo podignuti razinu i pokazati drukčije lice nego protiv Eisenacha."""
Dantas otrkio što ga je Livaković pitao prije izvođenja jedanaesterca: 'To je dio nogometa, zabavno je';Nogomet;"Dobro smo počeli, ali rano smo primili gol, previše smo im dopustili. Greške su dio nogometa i ponekad se nakon njih ne možeš vratiti. Ipak, pokazali smo karakter i kvalitetu Nogometaši Rijeke u subotu su u velikom derbiju 30. kola HNL-a osvojili bod na Maksimiru kod Dinama. Najistaknutiji pojedinac Rijeke bio je portugalski veznjak Tiago Dantas koji je zabio oba pogotka za aktualnog prvaka i oba iz kaznenog udarca. Prvo je u 51. minuti izjednačio nakon što je Beljo doveo Dinamo u vodstvo, a 20 minuta kasnije doveo je Rijeku u vodstvo. Dantas je u emisiji ""Pod stijenama Kantride"" otkrio i kako je imao kraći razgovor s vratarom Dinama Dominikom Livakovićem prije nego što je izveo drugi kazneni udarac, piše"
Novak Đoković ponižen kao nikad do sada: Nisu ga nimalo štedjeli, zauvijek je prekrižen;Tenis;Srpski teniski velikan nije odustao od svojih najvećih ciljeva, igranja na Olimpijskim igrama u Los Angelesu 2028. i osvajanja 25. Grand Slam naslova, ali svjestan je da to nije lagan zadatak Toni Nadal, španjolski teniski trener i ujak Rafaela Nadala javno je otpisao Novaka Đokovića i njegovu karijeru koja se polako bliži kraju. Srpski teniski velikan nije odustao od svojih najvećih ciljeva, igranja na Olimpijskim igrama u Los Angelesu 2028. i osvajanja 25. Grand Slam naslova, ali svjestan je kako to nije lagan zadatak. – Teško mi je povjerovati da može osvojiti još jedan Grand Slam. Pobijedio je Sinnera u Australiji, ali ne i Alcaraza u finalu. Sinner nije imao dobar dan, niti dobar turnir u cjelini. Novak, koji je izniman, znao je to iskoristiti. Odigrao je sjajan prvi set u finalu, ali protiv Alcaraza nije u stanju održati taj ritam dva sata – rekao je Nadal u razgovoru za Mundo Deportivo. – Novak još uvijek može igrati na visokoj razini, ali problem je održati tu razinu dugo vremena. Protiv igrača poput Alcaraza nije dovoljno odigrati dobar set ili povremeno dobro. Tu razinu treba održavati dulje vrijeme i tu vidim poteškoću za Novaka – izjavio je ujak Rafaela Nadala, Đokovićeva bivšeg velikog rivala. Podsjetimo, Novak Đoković je rekorder po broju osvojenih Grand Slam turnira u pojedinačnoj konkurenciji, a ako bi se gledao samo muški singl, nadmašio je Rafaela Nadala. Da je stigao do 25. Grand Slam turnira, Đoković bi na još jedan spektakularan način ispisao tenisku povijest, ali ipak, još uvijek nije sve gotovo.
Luka Modrić će iduće sezone igrati zajedno sa superzvijezdom?! Slaže se moćna momčad za Europu;Nogomet;Rossoneri se spremaju u napad na titulu u Serie A i što bolje igre u Ligi prvaka i za to će im trebati prava špica, a Lewa može jamčiti 20-tak golova po sezoni Sjajni poljski napadač Robert Lewandowski (38) mjesecima je čekao Barcelonu da mu produži ugovor koji mu ističe ovog ljeta, ali to se nije dogodilo pa će vrlo vjerojatno napustiti Camp Nou. Kako pišu španjolski mediji, Poljak se predomislio oko ostanka u Barci te poručio klubu da ne namjerava ostati. Barca je bila navodno zbog njega spremna prodati Ferrana Torresa, ali to sada nije opcija. Španjolci tvrde da Lewandowski želi na ljeto doći u Milan kod našeg Luke Modrića, a tu priču dodatno je podgrijala činjenica da je prije par dana snimljen u Milanu što se protumačilo kao da se sastao s predstavnicima rossonera. Nije tajna da Milan traži pravog centarfora za sljedeću sezonu. Rossoneri se spremaju u napad na titulu u Serie A i što bolje igre u Ligi prvaka i za to će im trebati prava špica, a Lewa može jamčiti 20-tak golova po sezoni. Što se tiče Modrića, on bi trebao ostati na San Siru, odnosno produljiti ugovor za još godinu dana i to će mu vrlo vjerojatno biti posljednja sezona u karijeri.
Nantes i Szeged izborili plasman u četvrtfinale: Dobri nastupi hrvatskih igrača;Rukomet;Kod Mađara su hrvatski reprezentativci Mario Šoštarić i Marin Jelinić  zabili po pet golova Rukometaši francuskog Nantesa i mađarskog PICK Szegeda plasirali su se u četvrtfinale EHF lige prvaka. Szeged je kod poljskog KIelcea odigrao 32-32 i prošao dalje zahvaljujući pobjedi 26-23 iz prve utakmice. Kod Mađara su hrvatski reprezentativci Mario Šoštarić i Marin Jelinić  zabili po pet golova. Mađari će u četvrtfinalu igrati s europskim prvakom Magdeburgom. Nantes je kod kuće slavio s protiv danskog GOG Gudmea 40-26 i potvrdio pobjedu iz prvog susreta (34-33). Francuze za plasman na Final Four čeka Barcelona.
Montpellier i Flensburg prvi četvrtfinalisti Europske lige: Slab nastup Hrvata;Rukomet;Hrvatski reprezentativac Zvonimir Srna koji igra za Montpellier je ostao bez šuta, a zaradio je jedno isključenje Rukometaši francuskog Montpelliera i njemačkog Flensburga plasirali su se u četvrtfinale Europske lige, nadmašivši u dvije utakmice norveški Elverum, odnosno danski Skanderborg. Elverum je u uzvratu u Norveškoj svladao Montpellier s 35-31, ali je francuska momčad izborila plasman u četvrtfinale s ukupnih 67-59, jer je u prvom dvoboju slavila s 36-24. Montpellier će u četvrtfinalu igrati protiv skopskog Vardara 1961. Prva utakmica će biti odigrana u Francuskoj 28. travnja, a uzvrat u Skoplju je 5. svibnja. Flensburg je pred svojim navijačima odigrao 33-33 protiv Skanderborga, ali kako je u prvom dvoboju u Aarhusu njemačka momčad slavila 38-32 i to je bilo dovoljno za plasman u četvrtfinale. Prošlogodišnji pobjednici Europske lige će za plasman na Final Four igrati protiv Hannover-Burgdorfa. Prva utakmica će biti odigrana u Flensburgu 28. travnja, a uzvrat u Hannoveru je 5. svibnja.
Hrvatski vaterpolisti pobijedili Nizozemsku i ostali u igri za zavšnicu Svjetskog kupa;Vaterpolo;Hrvatska će u 2. kolu u subotu od 12.30 sati igrati protiv SAD-a, reprezentacije koju je u ponedjeljak svladala sa 16-7, dok će nastup u Alexandropoliju okončati u nedjelju utakmicom protiv Srbije Hrvatska muška vaterpolska reprezentacija 12-8 (3-1, 2-2, 3-2, 4-3) pobjedom protiv Nizozemske započela je borbu za peto mjesto na turniru Svjetskog kupa u Alexandropoliju, posljednje koje vodi na završni turnir koji će se igrati u srpnju u Sydneyu. Loren Fatović i Tin Brubnjak su sa po tri gola predvodili Hrvatsku, Marko Žuvela i Konstantin Harkov su dodali po dva, dok su Bilal Gbadamassi, Marnick Snel i Lars ten Broek bili dvostruki strijelci za Nizozemsku. Nakon poraza od Španjolske i Italije u prethodna dva nastupa, Hrvatska je protiv Nizozemske držala kontrolu rezultata od početka do kraja. Nakon što je stvorila dva gola prednosti u prvoj četvrtini više niti jednom nije dopustila Nizozemskoj približavanje. U drugoj utakmici 1. kola razigravanja od petog do osmog mjesta SAD su svladale Srbiju sa 14-12. Hrvatska će u 2. kolu u subotu od 12.30 sati igrati protiv SAD-a, reprezentacije koju je u ponedjeljak svladala sa 16-7, dok će nastup u Alexandropoliju okončati u nedjelju utakmicom protiv Srbije.
Hrvatski vaterpolisti uvjerljivo slavili protiv SAD-a;Vaterpolo;Najefikasniji u sastavu Hrvatske bili su Loren Fatović i Tin Brubnjak sa po tri gola, po dva su dodali Rino Burić, Marko Žuvela i Zvonimir Butić, dok je trostruki strijelac za SAD bio Nicolas Saveljić. Hrvatska muška vaterpolska reprezentacija uvjerljivom 16-7 (4-1, 5-1, 4-3, 3-2) pobjedom protiv SAD-a u susretu 1. kola skupine B započela je svoj nastup na turniru Svjetskog kupa Divizije 1. Najefikasniji u sastavu Hrvatske bili su Loren Fatović i Tin Brubnjak sa po tri gola, po dva su dodali Rino Burić, Marko Žuvela i Zvonimir Butić, dok je trostruki strijelac za SAD bio Nicolas Saveljić. Hrvatska je pitaje pobjednika riješila još u prvom poluvremenu utakmice kada je ostvarila sedam golova prednosti, bilo je 8-1, pa 9-2 na isteku druge četvrtine, te je nastavak bio tek odrađivanje posla.
Hrvatski jedriličar u borbi za medalju na Mallorci, ušao među deset najboljih;Jedrenje;Filip Jurišić, jedriličar splitskog Mornara, jedini je od hrvatskih jedriličara u klasi ILCA 7 na regati Trofeo Princesa Sofia u Palma De Mallorci ušao u utrku za medalje koja će se održati u subotu. Nakon jedanaest ovotjednih plovova, Hvaranin Jurišić je bio deveti, a s obzirom na nova pravila, u subotnja dva plova još uvijek ima izgleda za osvojiti medalju. Od ostalih hrvatskih jedriličara u ovoj klasi, Bruno Gašpić iz Labuda završio je na 18. mjestu, Tonči Stipanović (Mornar) na 29., Antun Tomašević (Mornar) je bio 99., a Božidar Golubić (Mornar) 103.
Milačić: Zadar je i dalje favorit, a Sikirić je napravio najveći igrački iskorak;Košarka;Damir Milačić je sezonu počeo u Alkaru, iako je mogao tijekom ljeta preuzeti Split i Cibonu. I pod Tornjem i na Gripama su odugovlačili, pa je jedan od najboljih trenera u našoj ligi ostao na početku sezone u Sinju, a s Alkarom je izborio i povijesni europski iskorak. Onda je došlo do razilaženja, Milačić je prihvatio ponudu s Kosova, no u Peji se nije dugo zadržao. Kako je krenuo u sezonu i kako sve prati, Milačić je idealan sugovornik za analizirati događanja u SuperSport Premijer ligi uoči posljednjeg kola. Ali, prvo o njegovoj sezoni. - Bila je to moja deveta sezona u Sinju i došlo je do zasićenja, možda je to bio i najbolji trenutak za rastanak. Klub je stabilan, momčad je ostala u dobrim rukama. Onda se pojavila financijski izdašna ponuda na Kosovu, ali tamo se treneri mijenjaju kao na tekućoj vrpci, a i razišli smo se u poimanju sporta, bez zle krvi. Vratimo se na domaće prilike. - Veliki sam zagovornik izjednačene lige i, po svoj prilici, do posljednjeg kola nećemo znati tko će ići u kvalifikacije za ostanak u društvu najboljih niti tko će u doigravanje. Ukupno je Zadar odskočio, kad treba oni uvijek slave u važnoj utakmici. Imaju naviku pobjeđivanja, imaju svoj sustav igre, kontinuitet na klupi i dobre igrače, pa svime time i nisam iznenađen. Onda je Milačić krenuo analizirati one ispod Zadra. - Split je za sada drugi, a što se tiče proračuna, tu i mora biti, no Cibona je stigla u priliku ih zaskočiti. Dubrava je dolaskom Josipa Sesara počela izgledati kako treba izgledati takva momčad, a dolascima Čolaka i Vukovića stiglo je i iskustvo i sada love visoke pozicije. Samobor igra jako dobro kao novak u ligi, a treba pohvaliti i Dubrovnik koji cijele sezone igra u dobrom ritmu. No, postoje i oni koji su Milačića razočarali. - Prije svega sam negativno iznenađen sezonom Kvarnera, a Cedevita Junior je tek kasnim dolaskom Vladimira Krstića počela izgledati na način na koji je to morala od starta sezone. Postoje li momčadi i hoće li se i o tome razmišljati u posljednja tri kola koje bi netko volio izbjeći u doigravanju? - Nisam pristalica da se biraju protivnici, mislim da se uvijek treba težiti što je moguće boljoj poziciji na ljestvici, bez kalkulacija. U posljednja tri kola Dubrava je u stanju uhvatiti četvrtu poziciju, što bi bio fantastičan rezultat, jer su do promjene trenera bili izvan zone doigravanja. Zabok je na početku igrao fenomenalno, pa je ušao u krizu, ali tijesan poraz u Zadru pokazuje da protiv Zaboka u doigravanju nikome neće biti lako. Ipak, to sedmo i osmo mjesto u doigravanju ne nudi neku šansu, pa čak bih rekao i šesto, jer Zadar, Split i Cibona bit će veliki favoriti. Cibona je, recimo, izgledala loše jedino u utakmicama protiv Dubrave, a ostalo je pobjeđivala. Zatim, u dvoboju četvrtog i petog, domaći teren neće puno značiti. A kad smo kod ispadanja, može li se Šibenka spasiti? - Dinamo je u mikrokrizi nakon što je odigrao fanastičnu sezonu u Europi. Promijenjen je nakon toga trener i ne znam što se tamo zapravo događa. Matematički gledano, Šibenka nije u nekoj šansi, jer bi u zadnja tri kola morala pobijediti i Zadar i Split, što je teško za očekivati. Tko su igrači koji su skrenuli pažnju na sebe ove sezone? - Svakako je to Antonio Sikirić, koji već dugo pokazuje svoj potencijal i svakako mu se još ne vidi limit. A posebno treba apostrofirati njegovu MVP nagradu na završnici Kupa, koji je Split, pomalo i iznenađujuće, osvojio u konkurenciji Zadra. Mislio sam da će Bart, Skorić i Katanović više profitirati od ove sezone u Ciboni, ali Cibona je treća, što je i trebala biti, pa rezultat potkrepljuje očekivanja. Lovri Gnjidiću je sezona u Dubravi odgovarala, uhvatio je kontinuitet, možda i mentalno, jer je naučio voditi momčad. Tu je i Matić, a vrijedi istaknuti i sezone Frančeševića u Dubrovniku, Bubala u Zaboku, kao i potencijal Torbarine i Bičića u Zadru.​
Novi udarac za Dončića: Najbolji je strijelac lige, ima monstruoznu statistiku, ali neće biti MVP;Košarka;Sezona pehova za Luku Dončića se nastavlja. Nakon što je kraj regularnog dijela sezone propustio zbog ozljede, Slovenac je ostao na 64 odigrane utakmice zbog kojih bi po pravilima trebao ostati bez nominacija za individualne nagrade. Uložio je žalbu zbog izvanrednih okolnosti te ju na kraju i dobio, ali ona je očito bila samo simbolična. Dončić nije uvršten među tri glavna kandidata za MVP nagradu, unatoč činjenici da je najbolji strijelac lige. Shai Gilgeous-Alexander, aktualni osvajač MVP-a te titule prvaka NBA lige s Oklahoma City Thunderom, Nikola Jokić iz Denver Nuggetsa te Victor Wembanyama iz San Antonio Spursa ostali su ispred njega u konačnom izboru. Dončić je sezonu završio kao najbolji strijelac lige i po poenima po utakmici te po ukupno zabijenim koševima. Ima monstruoznu statistiku 33,5 poena, 7,7 skokova, 8,3 asistencije i 1,6 ukradenih lopti po utakmici. Preostaje mu jedino uloviti imenovanje u jednoj od tri najbolje petorke lige. MVP nagrada će ove sezone biti ili Shaijeva druga, Jokićeva četvrta ili Wembanyamina prva. Dok se osobne nagrade podijele, Dončić se fokusira na oporavak od ozljede kako bi pomogao svojim Lakersima koji su doigravanje otvorili odlično - pobjedom protiv Houston Rocketsa s devet koševa razlike (107:98).
Hrvatske rukometašice doznale protivnice na Europskom prvenstvu;Rukomet;Hrvatske rukometašice igrat će u skupini D Europskog prvenstva 2026. godine zajedno s ekipama Nizozemske, Češke i Austrije, rezultat je ždrijeba održanog u Katowicama. EURO se održava od 3. do 20. prosinca ove godine u Češkoj, Poljskoj, Slovačkoj, Rumunjskoj i Turskoj. Hrvatska će svoje utakmice igrati u češkom gradu Brno. Dvije najbolje ekipe iz svake skupine plasirat će se u drugi krug koji će se igrati u Cluj-Napoci (ekipe iz skupina A, B i C) i u Katowicama (ekipe iz skupina D, E i F). Završnica će se također igrati u Katowicama. Hrvatskim rukometašica bit će to 14. nastup na europskoj smotri, a najveći uspjeh ostarile su 2020. osvojivši treće mjesto. - Logično je bilo očekivati tešku skupinu, nakon nelogičnosti EHF-a, jer smo bili u četvrtom šeširu. Na svu sreću nismo dobili najteže moguće protivnike - kazao je izbornik hrvatske ženske rukometne reprezentacije Ivica Obrvan nakon ždrijeba. - Nizozemska je naravno tu favorit broj jedan. Prije pet mjeseci su igrale polufinale Svjetskog prvenstva. Važno je također reći čim imaš domaćina u skupini to je odmah favorit broj dva. Ni sa jednom od tih reprezentacija nismo igrali posljednje dvije, tri godine tako da će ih trebati maksimalno analizirati i pripremiti se najbolje što možemo. Nadam se samo da ćemo biti zdravi i kompletni - dodao je Obrvan.
Na Euru je svaki bod važan, a u našoj ligi ne postoje optimalni uvjeti za razvoj igračica;Rukomet;"Hrvatske rukometašice u prošlom su tjednu potvrdile plasman na Svjetsko prvenstvo te su zaključile kvalifikacijski ciklus s četiri pobjede i dva poraza i osvojenim drugim mjestom u skupini. Sve je to u skladu s očekivanjima jer Finska i Kosovo ipak nam nisu dorasli, dok je Francuska „drugi svijet” za realnost našeg ženskog rukometa. - Sve skupine bile su postavljene tako da su imale jednog izrazitog favorita, a mi smo očekivano osvojili drugo mjesto. Protiv Francuske smo doživjeli snošljiv poraz u prvoj utakmici u Bjelovaru, koji je mogao biti i manji. U Francuskoj smo imali loše izdanje, suparnik nas je pregazio. Iznimno visok poraz nije trebao biti takav, ali je razlika u kvaliteti na strani Francuske – rekao nam je izbornik Ivica Obrvan. S obzirom na probleme s kojima se susreće reprezentacija, ohrabruje viđeno u ostalim utakmicama. - Dominirali smo i ostvarili uvjerljive pobjede protiv Kosova i Finske. U jednu ruku one su bile očekivane za javnost, ali uvijek treba pronaći motiv i prikazati dobru igru. Za gostovanje u Finskoj pristup, priprema i koncentracija bili su kvalitetni i na kraju mogu biti zadovoljan završnim nastupima, iako je protiv Kosova možda i nedostajalo malo motiva jer smo sve riješili ranije. Bilo je lijepo vidjeti izdanje mlađih snaga u drugom poluvremenu kad su energetski dominirale i primile svega tri pogotka. - Svaka pobjeda ili dobro izdanje donosi samopouzdanje i dodatni motiv. Opet se vidjelo da nismo kompletni, nedostaje nam četiri-pet igračica u suženom rosteru koje bi nam bile iznimno značajne. Igračice koje su bile pozivane dobrim su dijelom opravdale naša očekivanja, no ne bih sad ulazio u pojedinačne analize. Problem je što na okupljanju imamo vrlo mali broj dana, uoči Finske smo imali dva i pol treninga na kojima smo morali puno toga posložiti. Da biste sve podigli na višu razinu, potrebni su automatizmi, a njih treba uigravati. Postoji zadovoljstvo jer smo zadržali kontinuitet nastupa na velikim natjecanjima. Volio bih da djevojke shvate da marljivim radom u klubovima moraju podizati razinu tjelesne pripremljenosti kako bi reprezentacija imala puno veću korist. Na našim okupljanjima nema prostora za rad na tjelesnoj pripremi i detaljima, ni za kvalifikacije ni za turnire. Tko bi se mogao vratiti za Euro koji je na rasporedu u prosincu? - Mia Brkić i Kristina Prkačin, a već se vratila i kapetanica Katarina Ježić. U puno boljem izdanju nakon ljetnih priprema trebala bi biti Klara Birtić, a sad je zbog ozljede otpala Tina Barišić; nju čeka stanka od dva-tri mjeseca. Ana Malec ide na operaciju koljena, ona se neće vratiti, isto kao ni Josipa Mamić. Imamo uzak roster s relativno malim brojem igračica. Zazivam puno bolje zdravlje u novoj sezoni od ove aktualne, koja je bila jako loša na klupskom i reprezentativnom planu. No, to se događa i drugima širom Europe... Naš najveći problem je mala baza, jer imamo sve manje igračica u kvalitetnim inozemnim klubovima, a domaća liga nam je sve slabija, praktički kadetsko-juniorska? - Hrvatska liga se u zadnjih godinu-dvije spustila u nižu granicu godina, u klubovima nažalost ne postoje optimalni uvjeti za razvoj igračica. S time se moramo nositi, zazivati bolje uvjete u klubovima da bi igračice dolazile u fokus. Vrijedno je spomenuti nastupe Lokomotive u Europskoj ligi, kao i Podravke u Ligi prvakinja i ranije jednu sezonu u Europskoj ligi, od čega najveću korist ima reprezentacija. No, ne možemo očekivati neka velika poboljšanja ako se nešto drastično ne bude mijenjalo. Klubovi žive u iznimno skromnim uvjetima koji ne nude veću posvećenost i bolji razvoj igračica. Euro je krajem godine, još se dosta toga može dogoditi, no zanima nas kakva su vaša očekivanja? - S obzirom na to da u drugi krug prolaze dvije najbolje reprezentacije iz svake skupine, već sad znamo da ćemo morati biti na vrlo visokoj razini za prolaz. Možemo zazivati što lakše suparnike u ždrijebu i nastojati da budemo u što boljoj formi na turniru. Svaki bod bit će važan, ne samo zbog Eura nego i zbog kvalifikacija za Svjetsko prvenstvo i želje da se plasiramo na Olimpijske igre u Los Angelesu – zaključio je Obrvan. U aktualnoj sezoni reprezentacija se više neće okupljati, prvi sljedeći termin je krajem rujna kad ćemo nastupiti na prijateljskom turniru u Ohridu i odmjeriti snage sa Sjevernom Makedonijom, Crnom Gorom i Srbijom."
