Naslov,Kategorija,Tekst
Skandinavska turneja hr. reprezentacije: Pobjeda i poraz u Kopenhagenu,Rukomet,"Rukometaši Nexe priredili su pravo iznenađenje pobijedivši favorizirani Nantes. Hrvatska je bila u prednosti već od početka zahvaljujući agresivnoj obrani i brzim tranzicijama. David Mandić je bio istaknuti pojedinac, no i ostali igrači su bili na visini zadatka. Vratar je obranio nekoliko teških šuteva u ključnim trenucima i time sačuvao vodstvo. Na kraju je pobjeda bila zaslužena i odražava dobru pripremu momčadi. Trener je pohvalio momčad, ali naglasio da ima prostora za napredak prije sljedećeg izazova."
Ozljeda potresla Hajduk Split: Ivica Olić izvan stroja tjednima,Nogomet,"Veliki derbi između Rijeka i Osijek privukao je pažnju navijača diljem Hrvatske. Utakmica je završila 0:0. Reprezentativac Luka Modrić još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Luka Modrić nakon utakmice. Osijek nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Patrik Pavlešić vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Trener Simon Rožman naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Sjajni Matej Hrstica: Zabio sedam golova u pobjedi nad Meshkov Brest,Rukomet,"Rukometaši Dubrovnik priredili su pravo iznenađenje pobijedivši favorizirani Pick Szeged. 'Tin Lučin je danas igrao na nevjerojatnoj razini. Svaka njegova lopta bila je prijetnja, a obrana suparnika nije znala kako ga zaustaviti', hvalio je trener. Posebno su bili efektivni izlazi iz protunapada u kojima je hrvatska momčad pokazala svoju brzinu i tehničku preciznost. U obrani su bile rijetke pogreške, a vratar je bio pravi zid za suparničke šutere. Sljedeća utakmica na rasporedu je za sedam dana, a momčad se nada nastaviti ovakav niz."
Hrvatski košarkaši slavili na Eurobasketu: Pobjeda koja je oduševila naciju,Košarka,"Hrvatski reprezentativac Dario Šarić još jednom je pokazao svoju klasu u NBA utakmici. Završio je s impresivnih 28 poena dok je njegova momčad slavila. 'Znali smo da će biti teška utakmica, ali vjerovao sam u suigrače. Timska energija bila je nevjerojatna večeras', izjavio je Jimmy Butler nakon meča. Trener je pohvalio momčad za obrambenu disciplinu u završnici. Bucks je imao vode u trećoj četvrtini, ali serija poena domaćina preokrenula je tijek dvoboja. Posebno je oduševila suradnja između Jimmy Butler i suigrača na malom prostoru, koja je stvorio niz lakih koševa. Dario Šarić nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Elverum savladao Flensburg u uzbudljivoj utakmici Europske lige,Rukomet,"U uzbudljivoj utakmici Europske rukometne lige, Elverum je svladao Montpellier rezultatom 28:30. Utakmica je bila obilježena velikom atmosferom u dvorani i izvanrednim borilačkim duhom obiju ekipa. Marino Marić je preuzeo odgovornost u ključnim trenucima kada je momčad trebala pogotke. Trener je naglasio zadovoljstvo kolektivnim pristupom: 'Svi su dali maksimum. Ovo je pravi tim koji zna što želi.' Sljedeća utakmica na rasporedu je za sedam dana, a momčad se nada nastaviti ovakav niz."
Taylor Fritz u polufinalu Australian Open: Spektakularan meč,Tenis,"Uzbudljiv meč na US Open privukao je pažnju teniskih ljubitelja diljem svijeta. Taylor Fritz je slavio protiv Novak Đoković u dramatičnom dvoboju. 'Taylor Fritz je igrao nevjerojatan tenis. Svaki servis, svaki return, svaki bekhend — sve je bilo na vrhunskoj razini', rekao je komentator. Novak Đoković je u drugom setu pokazao borc duh i smanjio prednost, ali Taylor Fritz nije dopustio preokret. 'Morao sam ostati smiren i igrati svoju igru. Protivnik je bio izvanredan, ali vjerovao sam u sebe', izjavio je pobjednik. Pohvale su stigle i od strane bivših šampiona koji su pratili meč iz komentatorkse kabine. Teniska zajednica prati s oduševljenjem ovaj sjajni turnir."
Fabiano Caruana pobijedio na Grand Swiss: Odlična forma,Šah,"Na prestižnom turniru Grenke Classic, Levon Aronian je postigao važnu pobjedu nad Alireza Firouzja u napetoj partiji koja je trajala 44 poteza. Analiza partije pokazuje da je Levon Aronian napravio ključan proboj na 35. potezu koji je donio jasnu prednost. 'Računao sam deset poteza unaprijed i bio sam siguran da je ovo pravi put', rekao je. Alireza Firouzja je bio razočaran, ali čestitao je rivalu na odličnoj igri. 'On igra fenomenalno na ovom turniru. Moram učiti iz ove partije', kratko je rekao. Sljedeći krug donosi još uzbudljivijih dvoboja šahovskih velemajstora."
Rino Burić postigao hat-trick: Hrvatska svladala Mađarska,Vaterpolo,"Hrvatska vaterpolska reprezentacija priredila je pravo slavlje pobjedom nad Grčka rezultatom 13:13. Posebno se istakao Ante Vrlić s nekoliko važnih pogodaka. Hrvatska je dominirala u prvoj četvrtini zahvaljujući izvrsnoj igri u napadu i čvrstoj obrani. Vratar je bio neprobojni zid za suparničke napadače koji su imali nekoliko dobrih šuteva. 'Ovako moramo igrati svaki meč. Koncentracija je bila na vrhuncu i tome se veselim', kazao je Ante Vrlić nakon meča. Hrvatska je ukupno postigla 13 pogodaka uz odličnu timsku suradnju. Hrvatska nastavlja niz na ovom turniru i gleda prema finalu."
NBA drama: Nuggets slavio u produžetku zahvaljujući Kawhi Leonard,Košarka,"Hrvatski reprezentativac Krunoslav Simon još jednom je pokazao svoju klasu u NBA utakmici. Završio je s impresivnih 18 poena dok je njegova momčad slavila. 'Znali smo da će biti teška utakmica, ali vjerovao sam u suigrače. Timska energija bila je nevjerojatna večeras', izjavio je Damian Lillard nakon meča. Trener je pohvalio momčad za obrambenu disciplinu u završnici. Warriors je imao vode u trećoj četvrtini, ali serija poena domaćina preokrenula je tijek dvoboja. Posebno je oduševila suradnja između Damian Lillard i suigrača na malom prostoru, koja je stvorio niz lakih koševa. Krunoslav Simon nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Skandal na terenu: Andrey Rublev diskvalificiran zbog incidenta,Tenis,"Uzbudljiv meč na Mastersu u Rimu privukao je pažnju teniskih ljubitelja diljem svijeta. Andrey Rublev je slavio protiv Rafael Nadal u dramatičnom dvoboju. 'Andrey Rublev je igrao nevjerojatan tenis. Svaki servis, svaki return, svaki bekhend — sve je bilo na vrhunskoj razini', rekao je komentator. Rafael Nadal je u drugom setu pokazao borc duh i smanjio prednost, ali Andrey Rublev nije dopustio preokret. 'Morao sam ostati smiren i igrati svoju igru. Protivnik je bio izvanredan, ali vjerovao sam u sebe', izjavio je pobjednik. Pohvale su stigle i od strane bivših šampiona koji su pratili meč iz komentatorkse kabine. Teniska zajednica prati s oduševljenjem ovaj sjajni turnir."
Šibenik razbio Varaždin: Dominantna izvedba pred punim tribinama,Nogomet,"Europski ambicije Osijek ostaju žive nakon pobjede nad Gorica u 14. kolu. Reprezentativac Josip Stanišić još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Josip Stanišić nakon utakmice. Gorica nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Patrik Pavlešić vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Trener Zlatko Dalić naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
NBA draft: Mladi Hrvat izabran u prvoj rundi,Košarka,"Hrvatski reprezentativac Krešimir Ćosić još jednom je pokazao svoju klasu u NBA utakmici. Završio je s impresivnih 35 poena dok je njegova momčad slavila. Meč je bio obilježen izvanrednom atmosferom u dvorani. Mavericks je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Raptors da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Ova pobjeda Mavericks-u otvara vrata doigravanje, što je bio glavni cilj ove sezone."
Jug Dubrovnik u finalu Europske ligé: Povijesni uspjeh kluba,Vaterpolo,"Hrvatska vaterpolska reprezentacija priredila je pravo slavlje pobjedom nad Rumunjska rezultatom 11:7. Posebno se istakao Konstantin Harkov s nekoliko važnih pogodaka. Hrvatska je dominirala u prvoj četvrtini zahvaljujući izvrsnoj igri u napadu i čvrstoj obrani. Vratar je bio neprobojni zid za suparničke napadače koji su imali nekoliko dobrih šuteva. 'Ovako moramo igrati svaki meč. Koncentracija je bila na vrhuncu i tome se veselim', kazao je Konstantin Harkov nakon meča. Hrvatska je ukupno postigla 11 pogodaka uz odličnu timsku suradnju. Sljedeća utakmica bit će još teži ispit, ali cijela momčad je samopouzdana."
McGregor se vraća: Najavljuje veliki comeback,MMA,"Spektakularna večer MMA borbi u organizaciji Bellator privukla je pažnju ljubitelja borilačkih sportova širom planeta. Glavna borba između Mirko Filipović i Tom Aspinall bila je pravi rat od prve do posljednje sekunde. Mirko Filipović je dominirao u prvim rundama zahvaljujući izvrsnoj udaračkoj tehnici. Trener iz kuta je savjetovao da pazi na obranu, a Tom Aspinall je bio spreman iskoristiti svaku grešku. 'Bio sam spreman na svaki scenarij', rekao je pobjednik. 'Trenirali smo specifično za ovu borbu i strategija je funkcionirala savršeno.' Bellator već razmatra sljedeći korak za Mirko Filipović koji ostaje jedan od najtraženijih boraca na sceni."
Thunder šokirao Timberwolves: Rezultat koji nitko nije očekivao,Košarka,"Uzbudljiva NBA utakmica između Bulls i 76ers pružila je navijačima pravu poslasticu. Pobijedio je Bulls sa 95:86, a junaka je opet imao u osobi Stephen Curry. 'Znali smo da će biti teška utakmica, ali vjerovao sam u suigrače. Timska energija bila je nevjerojatna večeras', izjavio je Stephen Curry nakon meča. Trener je pohvalio momčad za obrambenu disciplinu u završnici. 76ers je imao vode u trećoj četvrtini, ali serija poena domaćina preokrenula je tijek dvoboja. Posebno je oduševila suradnja između Stephen Curry i suigrača na malom prostoru, koja je stvorio niz lakih koševa. Krunoslav Simon nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Luka Cindrić predvodio Hrvatsku do sjajne pobjede,Rukomet,"Rukometaši Dubrovnik priredili su pravo iznenađenje pobijedivši favorizirani Pick Szeged. Hrvatska je bila u prednosti već od početka zahvaljujući agresivnoj obrani i brzim tranzicijama. Ivan Čupić je bio istaknuti pojedinac, no i ostali igrači su bili na visini zadatka. Vratar je obranio nekoliko teških šuteva u ključnim trenucima i time sačuvao vodstvo. Na kraju je pobjeda bila zaslužena i odražava dobru pripremu momčadi. Ivan Čupić se osvrnuo na utakmicu: 'Nismo bili savršeni, ali borba i srce bili su tu svake sekunde.'"
Europa poziva: Istra korak od povijesnog plasmana u skupinu,Nogomet,"Veliki derbi između Slaven Belupo i Dinamo Zagreb privukao je pažnju navijača diljem Hrvatske. Utakmica je završila 3:1. Reprezentativac Mislav Oršić još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Mislav Oršić nakon utakmice. Dinamo Zagreb nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Ante Čulina vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Sljedeća utakmica Slaven Belupo na rasporedu je za tjedan dana, a Dinamo Zagreb dočekuje rivala na svom terenu."
Lakers šokirao Suns: Rezultat koji nitko nije očekivao,Košarka,"Uzbudljiva NBA utakmica između Mavericks i Bucks pružila je navijačima pravu poslasticu. Pobijedio je Mavericks sa 133:121, a junaka je opet imao u osobi Bojan Bogdanović. 'Znali smo da će biti teška utakmica, ali vjerovao sam u suigrače. Timska energija bila je nevjerojatna večeras', izjavio je Bojan Bogdanović nakon meča. Trener je pohvalio momčad za obrambenu disciplinu u završnici. Bucks je imao vode u trećoj četvrtini, ali serija poena domaćina preokrenula je tijek dvoboja. Posebno je oduševila suradnja između Bojan Bogdanović i suigrača na malom prostoru, koja je stvorio niz lakih koševa. Mavericks nastavlja odličnu seriju i učvršćuje poziciju na ljestvici. Sljedeći dvoboj na rasporedu je za dva dana."
Skandal na terenu: Tommy Paul diskvalificiran zbog incidenta,Tenis,"Donna Vekić nastavlja sjajan nastup na turniru i prošla je u sljedeći krug zahvaljujući izvanrednoj igri. 'Daniil Medvedev je igrao nevjerojatan tenis. Svaki servis, svaki return, svaki bekhend — sve je bilo na vrhunskoj razini', rekao je komentator. Novak Đoković je u drugom setu pokazao borc duh i smanjio prednost, ali Daniil Medvedev nije dopustio preokret. 'Morao sam ostati smiren i igrati svoju igru. Protivnik je bio izvanredan, ali vjerovao sam u sebe', izjavio je pobjednik. Pohvale su stigle i od strane bivših šampiona koji su pratili meč iz komentatorkse kabine. Teniska zajednica prati s oduševljenjem ovaj sjajni turnir."
Krešimir Ćosić postigao karijerni rekord: Navijači u transu,Košarka,"U spektakularnoj košarkaškoj večeri, Bulls je savladao Bucks rezultatom 123:98. Ključnu ulogu odigrao je Paul George koji je završio meč s 33 poena, 9 skokova i 3 asistencija. Meč je bio obilježen izvanrednom atmosferom u dvorani. Bulls je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Bucks da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Krunoslav Simon nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Wesley So postigao remiju protiv Alireza Firouzja: Napeta partija odlučena u 80. potezu,Šah,"Šahovski svijet pratio je s velikim zanimanjem dvoboj između Koneru Humpy i Hikaru Nakamura. Nakon 70 poteza, Koneru Humpy je uzeo pun bod. Analiza partije pokazuje da je Koneru Humpy napravio ključan proboj na 35. potezu koji je donio jasnu prednost. 'Računao sam deset poteza unaprijed i bio sam siguran da je ovo pravi put', rekao je. Hikaru Nakamura je bio razočaran, ali čestitao je rivalu na odličnoj igri. 'On igra fenomenalno na ovom turniru. Moram učiti iz ove partije', kratko je rekao. Sljedeći krug donosi još uzbudljivijih dvoboja šahovskih velemajstora."
Hrvatska vaterpolska reprezentacija prošla u polufinale Svjetskog kupa,Vaterpolo,"Hrvatska vaterpolska reprezentacija priredila je pravo slavlje pobjedom nad SAD rezultatom 13:6. Posebno se istakao Šime Fantela s nekoliko važnih pogodaka. Hrvatska je dominirala u prvoj četvrtini zahvaljujući izvrsnoj igri u napadu i čvrstoj obrani. Vratar je bio neprobojni zid za suparničke napadače koji su imali nekoliko dobrih šuteva. 'Ovako moramo igrati svaki meč. Koncentracija je bila na vrhuncu i tome se veselim', kazao je Šime Fantela nakon meča. Hrvatska je ukupno postigla 13 pogodaka uz odličnu timsku suradnju. Sljedeća utakmica bit će još teži ispit, ali cijela momčad je samopouzdana."
Sevilla zainteresiran za Borna Sosa: Cijena raste,Nogomet,"Europski ambicije Osijek ostaju žive nakon pobjede nad Lokomotiva u 30. kolu. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Osijek je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Dion Drena Beljo čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Ante Čačić. Sljedeća utakmica Osijek na rasporedu je za tjedan dana, a Lokomotiva dočekuje rivala na svom terenu."
Gol Ivica Olić donio pobjedu Gorica,Nogomet,"U uzbudljivoj utakmici 30. kola HNL-a, Gorica je na svom terenu svladao Dinamo Zagreb rezultatom 1:2. Ključan pogodak postigao je Mario Pašalić u 25. minuti kada je majstorski iskoristio asistenciju suigrača. Gol je proslavio trčanjem prema tribinama gdje su ga navijači dočekali s ovacijama. Trener Goran Tomić je naglasio kako je momčad radila taktički disciplinirano i zasluženo uzela tri boda. 'Ovo nam je iznimno važna pobjeda u kontekstu borbe za naslov ili Europu. Igrači su dali sve od sebe i to je nešto što cijenim', rekao je strateg. Dinamo Zagreb je imao nekoliko dobrih prilika, posebice u prvom poluvremenu, ali vratar je bio na visini zadatka. Navijači Gorica priredili su fantastičnu atmosferu i time zasigurno pomogli momčadi u teškim trenucima utakmice. Gorica nastavlja dobru formu i ostaje u vrhu ljestvice, dok Dinamo Zagreb mora hitno popraviti igru."
Hrvatski košarkaši slavili na Eurobasketu: Pobjeda koja je oduševila naciju,Košarka,"Hrvatski reprezentativac Dino Rađa još jednom je pokazao svoju klasu u NBA utakmici. Završio je s impresivnih 22 poena dok je njegova momčad slavila. Meč je bio obilježen izvanrednom atmosferom u dvorani. Pacers je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Spurs da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Ova pobjeda Pacers-u otvara vrata doigravanje, što je bio glavni cilj ove sezone."
Europa poziva: Dinamo Zagreb korak od povijesnog plasmana u skupinu,Nogomet,"Veliki derbi između Osijek i Istra privukao je pažnju navijača diljem Hrvatske. Utakmica je završila 1:1. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Osijek je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Mislav Oršić čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Mario Kovačević. Trener Mario Kovačević naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Cibona u Euroligi? Projekt koji bi promijenio hrvatsku košarku,Košarka,"U spektakularnoj košarkaškoj večeri, Pacers je savladao Thunder rezultatom 123:103. Ključnu ulogu odigrao je Chris Paul koji je završio meč s 50 poena, 17 skokova i 3 asistencija. Meč je bio obilježen izvanrednom atmosferom u dvorani. Pacers je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Thunder da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Ova pobjeda Pacers-u otvara vrata doigravanje, što je bio glavni cilj ove sezone."
Gabrijel Vidović debitirao za reprezentaciju: 'Bio sam jako nervozan',Nogomet,"Europski ambicije Šibenik ostaju žive nakon pobjede nad Osijek u 35. kolu. Reprezentativac Duje Ćaleta-Car još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Duje Ćaleta-Car nakon utakmice. Osijek nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Patrik Pavlešić vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Sljedeća utakmica Šibenik na rasporedu je za tjedan dana, a Osijek dočekuje rivala na svom terenu."
Hrvatska rukometna reprezentacija u polufinalu: Povijesni uspjeh,Rukomet,"Rukometaši PPD Zagreb priredili su pravo iznenađenje pobijedivši favorizirani Flensburg. Hrvatska je bila u prednosti već od početka zahvaljujući agresivnoj obrani i brzim tranzicijama. Josip Šarac je bio istaknuti pojedinac, no i ostali igrači su bili na visini zadatka. Vratar je obranio nekoliko teških šuteva u ključnim trenucima i time sačuvao vodstvo. Na kraju je pobjeda bila zaslužena i odražava dobru pripremu momčadi. Trener je pohvalio momčad, ali naglasio da ima prostora za napredak prije sljedećeg izazova."
Transfer šokira Europu: Dino Rađa prelazi u Fenerbahče,Košarka,"Uzbudljiva NBA utakmica između Thunder i 76ers pružila je navijačima pravu poslasticu. Pobijedio je Thunder sa 108:103, a junaka je opet imao u osobi Bojan Bogdanović. Analitičari su posebno pohvalili nastup Dario Šarić koji je igrao s velikim srcem. 'On je igrač koji uvijek podiže razinu igre kada je to momčadi najpotrebnije', rekao je trener. Statistike su impresivne, ali pravi pokazatelj je kako je utjecao na ritam igre i postavio temelje za pobjedu. Navijači su bili oduševljeni i nagradili su ga dugim pljeskom. Thunder nastavlja odličnu seriju i učvršćuje poziciju na ljestvici. Sljedeći dvoboj na rasporedu je za dva dana."
Cibona u Euroligi? Projekt koji bi promijenio hrvatsku košarku,Košarka,"Hrvatski reprezentativac Krunoslav Simon još jednom je pokazao svoju klasu u NBA utakmici. Završio je s impresivnih 22 poena dok je njegova momčad slavila. Meč je bio obilježen izvanrednom atmosferom u dvorani. Celtics je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Nuggets da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Krunoslav Simon nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
VK Mladost srušio favorite i iznenadio Europu,Vaterpolo,"Uzbudljiva utakmica vaterpolskog turnira završila je pobjedom hrvatskih igrača. Ante Vrlić je bio ključan u napadu i ponovo dokazao zašto je jedan od najcjenjenijih igrača na ovoj poziciji. Strateg hrvatske reprezentacije posebno je pohvalio obranu koja nije dopuštala lakim pogodcima. 'Kada branimo ovako kompaktno, teško nas je zabiti', rekao je. Ante Vrlić se posebno istaknuo u tranzicijama i predvodio je višestruke protunapade koji su rezultirali golovima. Publika je bila oduševljena visokim tempom igre i tehničkim vještinama obaju ekipa. Hrvatska nastavlja niz na ovom turniru i gleda prema finalu."
Marcelo Brozović prekinuo šutnju: 'Znao sam da ću ostati',Nogomet,"Trener Zlatko Dalić bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Lokomotiva. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Rijeka je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Ivo Grbić čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Zlatko Dalić. Rijeka nastavlja dobru formu i ostaje u vrhu ljestvice, dok Lokomotiva mora hitno popraviti igru."
Carlsen šokirao šahovskog svijeta: Odbio braniti naslov prvaka,Šah,"Na prestižnom turniru Sinquefield Cupa, Garry Kasparov je postigao važnu pobjedu nad Hou Yifan u napetoj partiji koja je trajala 54 poteza. Analiza partije pokazuje da je Garry Kasparov napravio ključan proboj na 35. potezu koji je donio jasnu prednost. 'Računao sam deset poteza unaprijed i bio sam siguran da je ovo pravi put', rekao je. Hou Yifan je bio razočaran, ali čestitao je rivalu na odličnoj igri. 'On igra fenomenalno na ovom turniru. Moram učiti iz ove partije', kratko je rekao. Sljedeći krug donosi još uzbudljivijih dvoboja šahovskih velemajstora."
Mladi vaterpolist Ivan Buljubašić zadivio Europe: Scouti na tribinama,Vaterpolo,"Hrvatska vaterpolska reprezentacija priredila je pravo slavlje pobjedom nad Mađarska rezultatom 14:11. Posebno se istakao Paulo Obradović s nekoliko važnih pogodaka. Strateg hrvatske reprezentacije posebno je pohvalio obranu koja nije dopuštala lakim pogodcima. 'Kada branimo ovako kompaktno, teško nas je zabiti', rekao je. Paulo Obradović se posebno istaknuo u tranzicijama i predvodio je višestruke protunapade koji su rezultirali golovima. Publika je bila oduševljena visokim tempom igre i tehničkim vještinama obaju ekipa. Sljedeća utakmica bit će još teži ispit, ali cijela momčad je samopouzdana."
Varaždin razbio Varaždin: Dominantna izvedba pred punim tribinama,Nogomet,"U uzbudljivoj utakmici 1. kola HNL-a, Šibenik je na svom terenu svladao Varaždin rezultatom 0:3. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Šibenik je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Dominik Livaković čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Mario Kovačević. Trener Mario Kovačević naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Zadar do naslova prvaka: Slavlje na ulicama,Košarka,"U spektakularnoj košarkaškoj večeri, Pistons je savladao Clippers rezultatom 135:97. Ključnu ulogu odigrao je Jimmy Butler koji je završio meč s 40 poena, 8 skokova i 3 asistencija. 'Znali smo da će biti teška utakmica, ali vjerovao sam u suigrače. Timska energija bila je nevjerojatna večeras', izjavio je Jimmy Butler nakon meča. Trener je pohvalio momčad za obrambenu disciplinu u završnici. Clippers je imao vode u trećoj četvrtini, ali serija poena domaćina preokrenula je tijek dvoboja. Posebno je oduševila suradnja između Jimmy Butler i suigrača na malom prostoru, koja je stvorio niz lakih koševa. Dario Šarić nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Kazneni udarac u 90. minuti: Istra spasio bod u uzbudljivom dvoboju,Nogomet,"Europski ambicije Istra ostaju žive nakon pobjede nad Varaždin u 4. kolu. Reprezentativac Duje Ćaleta-Car još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Duje Ćaleta-Car nakon utakmice. Varaždin nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Ante Čulina vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Sljedeća utakmica Istra na rasporedu je za tjedan dana, a Varaždin dočekuje rivala na svom terenu."
Jayson Tatum odveo Warriors do pobjede: Fantastičan nastup,Košarka,"Uzbudljiva NBA utakmica između 76ers i Lakers pružila je navijačima pravu poslasticu. Pobijedio je 76ers sa 113:102, a junaka je opet imao u osobi LeBron James. Meč je bio obilježen izvanrednom atmosferom u dvorani. 76ers je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Lakers da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Krešimir Ćosić nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Dominik Livaković postigao hat-trick i odveo Dinamo Zagreb na vrh tablice,Nogomet,"Veliki derbi između Dinamo Zagreb i Osijek privukao je pažnju navijača diljem Hrvatske. Utakmica je završila 0:2. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Dinamo Zagreb je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Darijo Srna čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Mario Kovačević. Trener Mario Kovačević naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
